class,image,width,height,channels,aspect_ratio,resolution,brightness,contrast,black_ratio,masked_brightness,masked_contrast,blur_score
no_dr,aptos_0232dfea7547.png,1050,1050,3,1.0,1050x1050,83.65902040816327,44.287304360005635,0.2084544217687075,105.30182919492735,15.177616067976707,44.52794142909509
no_dr,aptos_02358b47ea89.png,2588,1958,3,1.3217568947906027,2588x1958,66.61880952869613,29.289107162891245,0.01485938084630407,67.4752024586504,28.66064140585327,13.76304796380711
no_dr,aptos_02cd34a85b24.png,1050,1050,3,1.0,1050x1050,72.5510485260771,40.59688166412175,0.20941950113378685,91.52922792746797,19.088271669553027,50.5618131475704
no_dr,aptos_02da652c74b8.png,1050,1050,3,1.0,1050x1050,81.05247528344671,43.15392796141299,0.20810702947845805,102.04498878659247,15.283433475162944,46.06051664594569
no_dr,aptos_0304bedad8fe.png,1050,1050,3,1.0,1050x1050,89.44567891156463,49.27317460688591,0.2092045351473923,112.86510783940393,21.164753730142987,49.05305196804295
no_dr,aptos_03b373718013.png,1050,1050,3,1.0,1050x1050,77.84245170068027,40.8428011162699,0.20962721088435374,98.09641421826836,12.376895508936522,35.741102783634396
no_dr,aptos_0423237770a7.png,1050,1050,3,1.0,1050x1050,87.42792653061224,47.14871059350861,0.20817052154195012,109.9613765074594,19.17618157671717,45.500805292263216
no_dr,aptos_04579e31e4be.png,1050,1050,3,1.0,1050x1050,79.83221768707483,44.75924709058316,0.20941133786848073,100.69380030838985,21.338199446790032,48.337191090671865
no_dr,aptos_04aef84a2cc1.png,819,614,3,1.3338762214983713,819x614,42.09990733117769,46.89568628354205,0.5245373518989154,88.47448283938535,22.917426471910844,26.578826168402717
no_dr,aptos_04efb1a284cc.png,1050,1050,3,1.0,1050x1050,88.23596190476191,49.9790466479595,0.20913378684807257,111.33320335348022,24.639062842154267,49.77925418728121
no_dr,aptos_050bb1eafa76.png,819,614,3,1.3338762214983713,819x614,47.821188944967446,51.813251715304595,0.5241774150568939,100.44139588339776,18.96169601269021,41.57925172908886
no_dr,aptos_05113073b268.png,2588,1958,3,1.3217568947906027,2588x1958,63.5663741508305,37.06909818506409,0.0937238026374577,69.46130663924151,33.84201202919656,14.021308565077746
no_dr,aptos_05195a3db5e2.png,819,614,3,1.3338762214983713,819x614,41.68525213476354,25.855207506283858,0.20285722240119633,52.259305087113574,16.950906726453482,12.794603277702974
no_dr,aptos_05339950962e.png,1050,1050,3,1.0,1050x1050,69.7225850340136,38.31687219034699,0.2091501133786848,87.80966542495115,17.08438819849006,49.16178674175554
no_dr,aptos_054b1b305160.png,1050,1050,3,1.0,1050x1050,77.55817777777777,40.58973016028186,0.20818503401360544,97.44450019244515,13.43270809123004,46.07617334589273
no_dr,aptos_0551676cc2aa.png,2588,1958,3,1.3217568947906027,2588x1958,54.27013694066904,27.88007943432645,0.03545968428181929,55.90626335645229,27.025462204302034,12.675660665605063
no_dr,aptos_05b1bb2bdb81.png,2588,1958,3,1.3217568947906027,2588x1958,56.407210421952186,22.442129976346447,0.02084422012178468,57.398520863900934,21.615339479656917,13.539870312290471
no_dr,aptos_05e9126dfa5c.png,1050,1050,3,1.0,1050x1050,79.68984489795919,43.45086735214785,0.20884172335600906,100.48059964322238,17.779554808738386,54.338728319933345
no_dr,aptos_060e00d1e2ab.png,819,614,3,1.3338762214983713,819x614,47.98461021425191,51.98472120322828,0.5238353756269065,100.70958917839856,19.19229791367589,57.257098312472905
no_dr,aptos_06586082a24d.png,2048,1536,3,1.3333333333333333,2048x1536,48.168667793273926,51.93501877084953,0.5249357223510742,101.36433727264637,16.935947650489492,20.69171206156413
no_dr,aptos_06be1092a062.png,819,614,3,1.3338762214983713,819x614,42.87122812041379,45.702201942987195,0.5246168959524008,90.11207509600341,11.813352720578813,26.660808247127466
no_dr,aptos_0709652336e2.png,2048,1536,3,1.3333333333333333,2048x1536,46.62408574422201,52.22738501299901,0.5253467559814453,98.19893244392652,26.141271604821753,20.812822341918945
no_dr,aptos_070d4ce5fd90.png,2048,1536,3,1.3333333333333333,2048x1536,43.69948387145996,48.2104821177632,0.5255641937255859,92.07914792226988,21.10438677347408,18.706610997517902
no_dr,aptos_07596907347b.png,1050,1050,3,1.0,1050x1050,80.47800544217687,42.6878978176989,0.20715736961451248,101.07290623938205,15.823398889665512,41.61352962455272
no_dr,aptos_0773a1c326ad.png,2048,1536,3,1.3333333333333333,2048x1536,29.97460714975993,33.45904233367911,0.5251372655232748,63.0938988036463,16.39129243231664,25.085365295410156
no_dr,aptos_07751b94a88a.png,1050,1050,3,1.0,1050x1050,81.15756462585034,43.814007862250016,0.2093315192743764,102.38065209610514,16.603755882386054,48.72461808400492
no_dr,aptos_0790515cf5af.png,1050,1050,3,1.0,1050x1050,91.13479092970522,47.870003466249976,0.20909297052154194,114.92862983457094,13.751213074805191,43.090925041713284
no_dr,aptos_07a0be6b347f.png,2048,1536,3,1.3333333333333333,2048x1536,48.83057371775309,53.021314557713985,0.5246086120605469,102.6852449961617,19.61899455809828,20.667428334554035
no_dr,aptos_07a2b8cabf6b.png,1050,1050,3,1.0,1050x1050,74.95541133786848,42.78067494573525,0.2106113378684807,94.72401387565911,21.505947196216184,51.21383193935122
no_dr,aptos_07e827469099.png,2048,1536,3,1.3333333333333333,2048x1536,48.8351624806722,52.675147772455645,0.5245513916015625,102.6811902927993,17.561563539098167,20.90163803100586
no_dr,aptos_07f5d7baf907.png,2588,1958,3,1.3217568947906027,2588x1958,95.57680593072766,34.08977446245844,0.008911642167116873,96.34726728374683,33.25583472639924,16.38029610776413
no_dr,aptos_08037e4490e5.png,819,614,3,1.3338762214983713,819x614,43.39715948185003,48.16368292089644,0.5246268389590865,91.22193776171413,22.802455977432672,26.993350117128617
no_dr,aptos_084c02cf077f.png,819,614,3,1.3338762214983713,819x614,40.61647834612004,44.850042488405734,0.5243007083397963,85.31928866742192,20.419379874046168,28.816376529731578
no_dr,aptos_0851d6a69589.png,1050,1050,3,1.0,1050x1050,70.83745850340136,38.612307981447756,0.20994013605442177,89.29045475471304,16.268547349973286,41.36753508130132
no_dr,aptos_08b6e3240858.png,2588,1958,3,1.3217568947906027,2588x1958,52.521783772988556,24.25999225482311,0.03647205693599594,54.14034051075179,23.21613838737501,12.552672582357035
no_dr,aptos_08bef347f40d.png,1050,1050,3,1.0,1050x1050,71.14984308390022,38.91266940240324,0.21005260770975057,89.86568754542625,15.773854291898527,43.6227214447478
no_dr,aptos_08c60c647673.png,2588,1958,3,1.3217568947906027,2588x1958,60.813114231946614,29.08425295101225,0.09530215672870623,66.72125341294863,23.845768162660182,13.615928706822782
no_dr,aptos_08ee569d4721.png,1050,1050,3,1.0,1050x1050,84.77339863945578,45.330430705746934,0.20854331065759638,106.82451256674166,16.251053562486035,49.59099195669211
no_dr,aptos_08f8838d69bb.png,1050,1050,3,1.0,1050x1050,79.3110394557823,42.3857275109655,0.20793106575963718,99.68663828247387,16.460286207378942,48.87199111010331
no_dr,aptos_09237bf783a4.png,1050,1050,3,1.0,1050x1050,76.85472743764173,41.26528525937941,0.20635827664399092,96.4318495068515,16.964976955813544,47.396804966552
no_dr,aptos_0924cec998fa.png,2048,1536,3,1.3333333333333333,2048x1536,44.88983567555746,49.63321972564712,0.525157610575358,94.50593583156204,22.36480928567936,21.380144755045574
no_dr,aptos_093cf723fede.png,2048,1536,3,1.3333333333333333,2048x1536,48.70588970184326,52.99237157635813,0.5248203277587891,102.47035160885906,20.04550226009687,19.982693354288738
no_dr,aptos_096436d68d06.png,2588,1958,3,1.3217568947906027,2588x1958,54.68005116724791,25.613182159209885,0.0955754776109742,59.92695102808339,20.9093848652727,13.961349269623234
no_dr,aptos_09662e462531.png,2588,1958,3,1.3217568947906027,2588x1958,92.6907075241588,41.8938610056675,0.002196828925203619,92.87295270018504,41.759319780076765,16.00032699831638
no_dr,aptos_099021fac3c9.png,2048,1536,3,1.3333333333333333,2048x1536,21.977814356486004,25.836955665596108,0.5266536076863607,46.4015818468401,16.658158526154914,27.8629207611084
no_dr,aptos_09934421c79e.png,2048,1536,3,1.3333333333333333,2048x1536,21.539061546325684,26.24943288907646,0.5269902547200521,45.50623739885481,19.145781536348554,28.65566889444987
no_dr,aptos_09c8323c612e.png,1050,1050,3,1.0,1050x1050,81.2839537414966,43.249078222525,0.20883446712018142,102.33655446770459,15.539178654577842,46.905950787970866
no_dr,aptos_09f1111a388a.png,2048,1536,3,1.3333333333333333,2048x1536,24.48212655385335,26.62147779891505,0.525874137878418,51.60796689979222,9.7692673070409,25.180866241455078
no_dr,aptos_0a38b552372d.png,1050,1050,3,1.0,1050x1050,93.26679909297052,49.873221968218125,0.2077687074829932,117.37945353689742,18.45266836269826,50.595445253692446
no_dr,aptos_0a4e1a29ffff.png,1050,1050,3,1.0,1050x1050,75.5339746031746,41.50766340098881,0.2076517006802721,95.00714658571096,18.648469919366406,47.85465112691852
no_dr,aptos_0a74c92e287c.png,2048,1536,3,1.3333333333333333,2048x1536,25.063218752543133,27.99376979695683,0.5261319478352865,52.85916171360337,13.60622224422312,23.953601837158203
no_dr,aptos_0a85a1e8f9e9.png,2588,1958,3,1.3217568947906027,2588x1958,77.07015051790853,34.445766080529374,0.0578897575515501,81.2095175094717,31.039016276491466,15.111508007345403
no_dr,aptos_0a902c80d5da.png,1050,1050,3,1.0,1050x1050,79.77390839002267,42.25820498411627,0.20843990929705217,100.31376024842585,15.208247815211147,37.04816272165117
no_dr,aptos_0abf0c485f66.png,2048,1536,3,1.3333333333333333,2048x1536,42.63733959197998,47.936591966672445,0.5255400339762369,89.83683992597764,24.578001978710933,20.5995610555013
no_dr,aptos_0ae2dd2e09ea.png,1050,1050,3,1.0,1050x1050,80.97072108843537,43.10762205519198,0.2091201814058957,101.92592193314945,15.784396845199952,34.26471196630293
no_dr,aptos_0afbeeef0ff7.png,1050,1050,3,1.0,1050x1050,71.49073015873016,37.87063000555824,0.20920272108843538,90.15107804747124,12.191755447676776,43.74855047553312
no_dr,aptos_0b00f8a77510.png,819,614,3,1.3338762214983713,819x614,34.00960494445837,22.03761728781461,0.2030958545616526,42.64134742074583,15.571286511141928,9.469228499654957
no_dr,aptos_0b2ea8f268cf.png,819,614,3,1.3338762214983713,819x614,43.86921565586061,26.63669909470892,0.20290097163061332,54.99914178936916,16.718030455505815,13.63987191444184
no_dr,aptos_0b3efe669365.png,2048,1536,3,1.3333333333333333,2048x1536,23.268837928771973,28.230273339887997,0.5274254480997721,49.20768254348371,20.262856386753246,27.48226483662923
no_dr,aptos_0b64a0a06f9a.png,819,614,3,1.3338762214983713,819x614,49.8293044270243,32.586246861443946,0.20301631050816718,62.48362925923708,23.312551230867772,12.81183154264879
no_dr,aptos_0b8bdec9d869.png,2048,1536,3,1.3333333333333333,2048x1536,48.82630729675293,52.64759514966922,0.5240945816040039,102.56613088641873,17.71141839307509,21.395288467407227
no_dr,aptos_0babc12807b2.png,2416,1736,3,1.391705069124424,2416x1736,65.5158100184637,29.82145265583598,0.16716179769280068,78.26906217167134,9.735138600100166,10.048479365237586
no_dr,aptos_0c38940e1f80.png,819,614,3,1.3338762214983713,819x614,37.504434580981815,40.129459109067724,0.5244538306427557,78.80011374280744,11.600138298220648,32.434358258462495
no_dr,aptos_0c43c79e8cfb.png,2588,1958,3,1.3217568947906027,2588x1958,61.65417488273843,29.76610244923751,0.09454198919188586,67.51068876000359,24.812012954263288,14.367413125242079
no_dr,aptos_0cae727cf119.png,2048,1536,3,1.3333333333333333,2048x1536,47.43452739715576,50.96379809475102,0.5248559315999349,99.80150454212757,15.53682042052849,20.74156888326009
no_dr,aptos_0cb6b898389f.png,819,614,3,1.3338762214983713,819x614,47.679672119411535,52.326339289672234,0.5238313984242323,100.07558185667929,22.564241901503387,40.38916530447475
no_dr,aptos_0cbcc7b23613.png,2588,1958,3,1.3217568947906027,2588x1958,47.88927484911108,24.574567240627253,0.09558633150882599,52.41931411262511,21.28228195430021,12.548598228734678
no_dr,aptos_0cd31078cd08.png,2048,1536,3,1.3333333333333333,2048x1536,45.4891611735026,53.99825741593358,0.5250040690104166,95.73803044823747,36.45701577389987,21.230403264363606
no_dr,aptos_0ce062f26edc.png,819,614,3,1.3338762214983713,819x614,54.99923637708654,39.762652459263336,0.2031952846285094,68.9878034171396,31.955193990224576,20.84329660770437
no_dr,aptos_0cecc2864b7f.png,819,614,3,1.3338762214983713,819x614,42.21777372103105,27.122013876524772,0.20282540477980218,52.922057414835656,18.913832138653646,12.31821241700034
no_dr,aptos_0d0b8fc9ab5c.png,2048,1536,3,1.3333333333333333,2048x1536,40.34244346618652,50.61761971591188,0.5250120162963867,84.90053962600297,40.153740591282876,25.30785369873047
no_dr,aptos_0d744aed4d64.png,1050,1050,3,1.0,1050x1050,94.644631292517,50.25497563996828,0.20761814058956915,118.96895607949166,18.35298902383002,43.61302135587621
no_dr,aptos_0d8f60ed9280.png,2048,1536,3,1.3333333333333333,2048x1536,19.637492497762043,23.914032581055622,0.5285984675089518,41.61169761164096,17.30290282559521,29.746782302856445
no_dr,aptos_0d9a9896f801.png,1050,1050,3,1.0,1050x1050,71.04037188208616,39.51784660753447,0.20988390022675738,89.63941692314226,18.107301715642958,44.98256255169398
no_dr,aptos_0da321efbce6.png,819,614,3,1.3338762214983713,819x614,40.06337871321585,26.002881134673437,0.203219147844555,50.24612278311046,18.39191837247726,8.294008106532113
no_dr,aptos_0da632ca45e0.png,2048,1536,3,1.3333333333333333,2048x1536,19.249584515889484,22.84546456958796,0.5269498825073242,40.6524981402297,15.289423781202506,29.155786514282227
no_dr,aptos_0daddc45d832.png,1050,1050,3,1.0,1050x1050,78.30135328798185,42.872565053520944,0.20905668934240362,98.55004214377047,19.02873685839643,43.294992369669835
no_dr,aptos_0db1d8dcf219.png,2048,1536,3,1.3333333333333333,2048x1536,48.21721808115641,51.48766645849361,0.5251620610555013,101.51321574253654,13.193595292453557,20.744883855183918
no_dr,aptos_0dbe6c26cedc.png,819,614,3,1.3338762214983713,819x614,43.88963063718764,47.567489621307615,0.5243484347718875,92.21664039734269,17.39932391013034,39.56647297689643
no_dr,aptos_0e0003ddd8df.png,1050,1050,3,1.0,1050x1050,87.51061587301588,46.818438086929085,0.20766802721088434,110.17776968814464,17.081715991616946,55.62543080917934
no_dr,aptos_0e3572b5884a.png,1050,1050,3,1.0,1050x1050,90.39947210884354,48.475652343282796,0.2084517006802721,113.96765488459714,17.421368371463263,58.278916878568914
no_dr,aptos_0e43c8298fc0.png,2048,1536,3,1.3333333333333333,2048x1536,54.96164067586263,59.02526896591198,0.5244019826253256,115.52909761500219,18.163791231703197,20.236762364705402
no_dr,aptos_0e94cd271c00.png,1050,1050,3,1.0,1050x1050,49.00163174603175,28.84104976474358,0.21206439909297053,61.943021691057545,16.29534974330609,37.50353252722151
no_dr,aptos_0eced86c9db8.png,2048,1536,3,1.3333333333333333,2048x1536,51.6178814570109,55.40475235455473,0.5247271855672201,108.57351685094902,16.62876108819322,20.53013038635254
no_dr,aptos_0ef4c61dc056.png,1050,1050,3,1.0,1050x1050,75.89487800453514,40.44653364702527,0.20915827664399092,95.52422689221163,15.028611639553505,41.10235827127586
no_dr,aptos_0f364b7d4384.png,2588,1958,3,1.3217568947906027,2588x1958,61.079164384059055,23.523094946632405,0.09043961049110139,66.22662241140685,17.758155553320947,4.860283687959021
no_dr,aptos_0f6e645466a2.png,819,614,3,1.3338762214983713,819x614,43.12935056257532,47.955769705071404,0.5243086627451449,90.60893193817958,23.125961831667393,32.96707273905971
no_dr,aptos_0fbbd665431f.png,819,614,3,1.3338762214983713,819x614,35.50332295283435,20.95845722319874,0.20301631050816718,44.510222668024035,12.306405929358107,9.920184457642996
no_dr,aptos_0fc6829da85b.png,2588,1958,3,1.3217568947906027,2588x1958,33.66919588799093,13.520498574935512,0.09565875660903707,36.59574950486321,10.607316840176614,11.311967073484468
no_dr,aptos_0fe31196e0e8.png,1050,1050,3,1.0,1050x1050,77.56557097505669,41.858849488400665,0.20839455782312924,97.61767755759128,16.83768052742053,45.44141215257018
no_dr,aptos_1002b5151b8e.png,819,614,3,1.3338762214983713,819x614,46.58812089105249,51.223938301194345,0.5245353632975783,97.91495848930342,22.270476385804372,33.17401057140471
no_dr,aptos_1002f3fe38f0.png,1050,1050,3,1.0,1050x1050,62.41009342403628,34.07642238575796,0.20983401360544218,78.66267887111178,14.501096371286812,43.942688628712524
no_dr,aptos_103abbd8b63e.png,2048,1536,3,1.3333333333333333,2048x1536,50.509609858194985,56.82141663702321,0.524712880452474,106.2410127855616,29.55650025825847,21.12071418762207
no_dr,aptos_103f97a2ab15.png,2588,1958,3,1.3217568947906027,2588x1958,44.54134427300987,19.913028153653404,0.09572328796535594,48.78080482383635,15.831849962883679,11.981364843407171
no_dr,aptos_10a5026eb8e6.png,2588,1958,3,1.3217568947906027,2588x1958,47.4004938326179,24.131087916115145,0.09379208352212537,51.71896901392869,21.062687756626,12.843627489649515
no_dr,aptos_10bf25731c08.png,1050,1050,3,1.0,1050x1050,82.82167709750567,44.492500818231825,0.2078421768707483,104.20207498906514,17.296884016507246,46.7360824130061
no_dr,aptos_10de500cf0c5.png,2048,1536,3,1.3333333333333333,2048x1536,45.63258202870687,50.20509438017886,0.5245691935221354,95.94952914462388,21.796258999228385,20.83659489949544
no_dr,aptos_10f10fd30718.png,1050,1050,3,1.0,1050x1050,87.48895782312925,47.1365949142611,0.20876462585034014,110.28463999578145,17.84478106820516,45.75356987754772
no_dr,aptos_10f6ef37fe43.png,1050,1050,3,1.0,1050x1050,74.53546666666666,39.970038236509446,0.20810884353741496,93.65604082193664,16.128895850137635,45.00525691373781
no_dr,aptos_11b220a397b8.png,2048,1536,3,1.3333333333333333,2048x1536,51.189242680867515,54.722783152486684,0.5247907638549805,107.68837344025837,14.79156168786086,19.6634095509847
no_dr,aptos_11d8e5eaee5b.png,1050,1050,3,1.0,1050x1050,87.46857777777778,46.69643163922372,0.20827755102040815,110.22911783373087,16.322976058237913,51.81717096115301
no_dr,aptos_12058bbb8299.png,1050,1050,3,1.0,1050x1050,91.12170340136055,48.1531676593455,0.2075936507936508,114.71030347012687,15.662857488539146,52.23510878796057
no_dr,aptos_12ab2f6397f0.png,1050,1050,3,1.0,1050x1050,77.49637278911564,41.4846786841618,0.208615873015873,97.57720048458397,15.529668732557644,46.10241097789419
no_dr,aptos_12ae44be0d38.png,1050,1050,3,1.0,1050x1050,80.66095600907029,44.079527703355666,0.20807981859410432,101.3802130817829,19.743270571483425,36.934342629767634
no_dr,aptos_12b57dac703e.png,2588,1958,3,1.3217568947906027,2588x1958,89.01038422009022,42.11711670312131,0.00396621161864376,89.32537863522907,41.90343603633124,16.784488553386222
no_dr,aptos_12bc439d373a.png,1050,1050,3,1.0,1050x1050,84.37720362811791,45.86792181539618,0.20739682539682538,106.03569054008435,19.79999182422609,48.073004568599295
no_dr,aptos_12ef75375322.png,1050,1050,3,1.0,1050x1050,91.93037369614512,48.62761823880717,0.20875736961451247,115.925073222177,15.167043699157611,45.39187399890702
no_dr,aptos_13073f075a56.png,1050,1050,3,1.0,1050x1050,93.73239909297052,50.2018296159018,0.2088390022675737,118.08320846541436,18.588074291141012,43.312913152407894
no_dr,aptos_13c191b59ed0.png,2048,1536,3,1.3333333333333333,2048x1536,40.34643363952637,43.34808365888001,0.5253747304280599,84.9774969491816,12.941508520286353,20.13445536295573
no_dr,aptos_13d014ccd136.png,1050,1050,3,1.0,1050x1050,71.6590866213152,39.47138563808828,0.2096625850340136,90.45441138834471,16.910647880251886,55.59833920547589
no_dr,aptos_13d411c85ffd.png,1050,1050,3,1.0,1050x1050,92.68938775510205,48.7153022547825,0.20700589569161,116.57955496891142,15.328463535056175,61.131037142767454
no_dr,aptos_1409ab48175a.png,1050,1050,3,1.0,1050x1050,77.72541133786848,41.91664395045119,0.209156462585034,98.05022336149007,15.689461337705051,53.357465652748395
no_dr,aptos_143db89c11c8.png,1050,1050,3,1.0,1050x1050,72.81979954648526,39.37302471475672,0.20935873015873016,91.75621843745769,15.730633003596662,38.100444991758785
no_dr,aptos_14c3b41d289c.png,2588,1958,3,1.3217568947906027,2588x1958,77.20288105864579,41.141913423344,0.09027403921296216,84.16019322070224,36.390067701936694,15.303270535515187
no_dr,aptos_1509d097b69a.png,1050,1050,3,1.0,1050x1050,79.96379138321996,43.250625523921016,0.2091655328798186,100.78324912976906,17.1057096237457,45.82102634820349
no_dr,aptos_150f92b45349.png,1050,1050,3,1.0,1050x1050,77.09866213151928,41.2191410199039,0.20674739229024944,96.7820632294374,16.3444768748779,48.50980105680578
no_dr,aptos_150fc7127582.png,1050,1050,3,1.0,1050x1050,81.24460045351474,45.42294662299213,0.20875555555555556,102.4526352472124,21.273864456787408,56.23593332677227
no_dr,aptos_152db3de8120.png,2048,1536,3,1.3333333333333333,2048x1536,51.03278605143229,55.76274710295336,0.5249732335408529,107.40104864803371,22.211363410371227,20.28564453125
no_dr,aptos_155e2df6bfcf.png,1050,1050,3,1.0,1050x1050,79.72385034013605,43.17757841604012,0.20929433106575965,100.34795980053983,18.022736306748754,45.03293635232149
no_dr,aptos_15b21c80cc31.png,1050,1050,3,1.0,1050x1050,91.17028117913833,48.203340436772045,0.20857596371882087,114.88702703012451,15.44540497236468,46.642647122994234
no_dr,aptos_15c24478ac72.png,1050,1050,3,1.0,1050x1050,90.0927283446712,47.685233348056826,0.20713560090702948,113.1570527597059,17.29362615112824,50.81236715596567
no_dr,aptos_15e24b73d4a7.png,1050,1050,3,1.0,1050x1050,71.81417505668934,40.708766249903846,0.21012426303854875,90.66488485803329,20.161204427839525,38.60748480328753
no_dr,aptos_15f8d769935c.png,1050,1050,3,1.0,1050x1050,87.50855782312925,47.48257696221087,0.20804444444444445,110.15227039241535,19.537013109328495,53.29972488704522
no_dr,aptos_1601c939412f.png,1050,1050,3,1.0,1050x1050,85.26213786848072,48.17070043435687,0.21031746031746032,107.77862455132806,22.965079097408047,61.96723762677812
no_dr,aptos_16060f05d047.png,1050,1050,3,1.0,1050x1050,77.32004807256236,41.14855715671355,0.20873560090702947,97.27159149396643,15.242766226938317,46.41172836863322
no_dr,aptos_1608c82a263f.png,2588,1958,3,1.3217568947906027,2588x1958,59.8816275873719,31.23445211051846,0.0949457541919727,65.70963491442234,26.83507203423764,13.630258416073064
no_dr,aptos_1633f8291a80.png,819,614,3,1.3338762214983713,819x614,45.64907152203569,49.81487924392153,0.5249847871997709,96.03182078880056,19.71513246032846,23.298751556080546
no_dr,aptos_164cd5a3a6cd.png,2588,1958,3,1.3217568947906027,2588x1958,52.13758460120017,18.551306616978255,0.008852044400730645,52.514405923167345,18.198442104101748,3.615835744055006
no_dr,aptos_165634a6167e.png,2588,1958,3,1.3217568947906027,2588x1958,58.51650443707344,31.041524143304738,0.09415480105397268,63.94098940937778,27.40591471455844,15.57411791353254
no_dr,aptos_165c548185f8.png,1050,1050,3,1.0,1050x1050,80.85755646258504,44.22137638962968,0.2093705215419501,101.91507785638815,18.842876473665665,47.5267926733408
no_dr,aptos_174db0854291.png,1050,1050,3,1.0,1050x1050,88.47796553287982,47.266328944579826,0.20852879818594106,111.44767974219485,17.08826778722092,46.32959527582767
no_dr,aptos_1782142e17d9.png,1050,1050,3,1.0,1050x1050,82.28164716553287,44.46639478186671,0.20919727891156462,103.80374372032207,16.90143550081013,48.04384150006551
no_dr,aptos_178412895d5e.png,2048,1536,3,1.3333333333333333,2048x1536,44.38193130493164,49.71820942055491,0.525117556254069,93.42763100202095,24.98671211894925,20.103173573811848
no_dr,aptos_17d7d6b092f4.png,2048,1536,3,1.3333333333333333,2048x1536,45.45433394114176,55.52559003158255,0.5245844523111979,95.574846475626,41.18540341720509,24.284186681111652
no_dr,aptos_17d997fe1090.png,2588,1958,3,1.3217568947906027,2588x1958,43.14685185652963,28.68538881983768,0.09524176958793078,47.2250593006935,27.10644407902968,11.826539516799286
no_dr,aptos_17e6116b89b3.png,1050,1050,3,1.0,1050x1050,76.65871383219955,42.41789423599511,0.2090965986394558,96.6880710482344,18.86430341252101,48.35793070748833
no_dr,aptos_17f6c7072f61.png,1050,1050,3,1.0,1050x1050,88.53089886621315,46.71927804399033,0.2084045351473923,111.41638689451769,15.611253514084162,43.41879232298805
no_dr,aptos_184a185e7447.png,819,614,3,1.3338762214983713,819x614,43.93584374366133,28.829660498416317,0.20280154156375654,55.0773989483242,20.745898851056875,14.591950594879739
no_dr,aptos_18621b9ca978.png,819,614,3,1.3338762214983713,819x614,40.05237578201748,24.688641129487113,0.20290296023195045,50.210621380974125,16.00047591591648,10.17198064017934
no_dr,aptos_1864d3411143.png,2048,1536,3,1.3333333333333333,2048x1536,55.445700327555336,60.535752110054986,0.5243406295776367,116.53380449710785,24.22904358198118,22.315465927124023
no_dr,aptos_186c1835eec5.png,1050,1050,3,1.0,1050x1050,90.78992199546485,47.26278568087064,0.20743492063492064,114.07283678357707,14.298284536821578,37.842203278078586
no_dr,aptos_188219f2d9c6.png,2048,1536,3,1.3333333333333333,2048x1536,43.05593204498291,48.3022113286091,0.5244007110595703,90.49616203664714,24.774262556266063,20.827159245808918
